,username,date,text,word_number,no_stop_words
824,EtienneCognet,2020-06-29 11:15:10,"Bon, je viens de me réveiller, je n'ai pas encore tweeté sur ces #Municipales2020, mais que dire ? Bravo camarades ! Que vous ayez gagné ou perdu, une chose est sûre, c'est que vous avez fait avancer l'écologie politique ! Bravo et Merci !",19,"['bon', 'viens', 'réveiller', 'encore', 'tweeté', 'municipales2020', 'dire', 'bravo', 'camarades', 'gagné', 'perdu', 'chose', 'sûre', 'fait', 'avancer', 'écologie', 'politique', 'bravo', 'merci']"
825,jphil_george,2020-06-29 11:15:06,"#Municipales2020 tous gagnants ? Non, dégringolade du Rassemblement de la N ",6,"['municipales2020', 'tous', 'gagnants', 'non', 'dégringolade', 'rassemblement']"
826,lafeevivianeb,2020-06-29 11:15:01,Quel discours débile!!! Cette vaguelette verte est une catastrophe pour la France. #Municipales2020,9,"['quel', 'discours', 'débile', 'cette', 'vaguelette', 'verte', 'catastrophe', 'france', 'municipales2020']"
827,adnanesnoussi,2020-06-29 11:14:51,#Municipales2020 ,1,['municipales2020']
828,JulienI77,2020-06-29 11:14:41,CHEH LREM & LR ! #Municipales2020 #bobos #LREM #LR,7,"['cheh', 'lrem', 'lr', 'municipales2020', 'bobos', 'lrem', 'lr']"
829,adnanesnoussi,2020-06-29 11:14:36,@sudouest #Municipales2020 ,2,"['sudouest', 'municipales2020']"
830,aymordi,2020-06-29 11:14:35,#vagueverte #Municipales2020 ,2,"['vagueverte', 'municipales2020']"
831,paulmonin,2020-06-29 11:14:25,Philippe Murray aurait adoré. #Hidalgo #Municipales2020 ,5,"['philippe', 'murray', 'adoré', 'hidalgo', 'municipales2020']"
832,Gekkoti,2020-06-29 11:13:49,#LREM La Raclée Est Monstrueuse. #Municipales2020 ,4,"['lrem', 'raclée', 'monstrueuse', 'municipales2020']"
833,sjibrayel,2020-06-29 11:13:47,Une belle victoire collective qui nous honore et nous donne de la force pour les habitants des 15ème et 16ème arrondissements. #Municipales2020 #Marseille,12,"['belle', 'victoire', 'collective', 'honore', 'donne', 'force', 'habitants', '15ème', '16ème', 'arrondissements', 'municipales2020', 'marseille']"
834,JuCarnon,2020-06-29 11:13:44,L'évolution de la maladie de barbe d'Édouard Philippe inquiète beaucoup les médecins. #Municipales2020 ,9,"['évolution', 'maladie', 'barbe', 'édouard', 'philippe', 'inquiète', 'beaucoup', 'médecins', 'municipales2020']"
835,RafalJean1,2020-06-29 11:13:40,#Municipales2020 Au fond le principal fait à retenir de ces élections est l'abstention due au covid mais aussi-pour Paris au moins- à l'absence d'enjeu véritable: les 3 candidates proposaient à peu près le même programme avec des variantes.,22,"['municipales2020', 'fond', 'principal', 'fait', 'retenir', 'élections', 'abstention', 'due', 'covid', 'aussi', 'paris', 'moins', 'absence', 'enjeu', 'véritable', '3', 'candidates', 'proposaient', 'peu', 'près', 'programme', 'variantes']"
836,JeunesEngagees,2020-06-29 11:13:34, #Municipales2020,1,['municipales2020']
837,MaximeLHERBAT,2020-06-29 11:13:32,"Anne #Hidalgo, « une femme de gauche plus écolo que les écolos, une chef de guerre, ambitieuse, un brin provocatrice et à la mémoire longue. » #Municipales2020 : #Paris tenu pour Anne Hidalgo – par ⁦@DenisCosnard⁩ ⁦@lemondefr⁩",21,"['anne', 'hidalgo', 'femme', 'gauche', 'plus', 'écolo', 'écolos', 'chef', 'guerre', 'ambitieuse', 'brin', 'provocatrice', 'mémoire', 'longue', 'municipales2020', 'paris', 'tenu', 'anne', 'hidalgo', 'deniscosnard', 'lemondefr']"
838,MensueldeRennes,2020-06-29 11:13:12,"Avec sa victoire à #Rennes, Nathalie Appéré compte parmi les quelques socialistes dépositaires d’une offre susceptible de devenir une alternative au macronisme en 2022 [ANALYSE] #Municipales2020 @MensueldeRennes via @LeTelegramme",20,"['victoire', 'rennes', 'nathalie', 'appéré', 'compte', 'parmi', 'quelques', 'socialistes', 'dépositaires', 'offre', 'susceptible', 'devenir', 'alternative', 'macronisme', '2022', 'analyse', 'municipales2020', 'mensuelderennes', 'via', 'letelegramme']"
839,OlivierBitter,2020-06-29 11:13:02,"#Buzyn #Griveaux #Villani Le RN #LREM Très, très bien ! Après avoir perdu Paris aux #Municipales2020, #Macron pose déjà les jalons pour perdre aussi l'Elysée !",20,"['buzyn', 'griveaux', 'villani', 'rn', 'lrem', 'très', 'très', 'bien', 'après', 'avoir', 'perdu', 'paris', 'municipales2020', 'macron', 'pose', 'déjà', 'jalons', 'perdre', 'aussi', 'elysée']"
840,ORA_03113,2020-06-29 11:12:45,"#Frankreich 'Die Partei der Nichtwähler' zieht zwar in kein Kommunalparlament ein, erzielt aber trotzdem landesweit mit 58,4% mit Abstand das beste Ergebnis! Einer Mehrheit der Französinnen und Franzosen ist es wohl egal, wer sie kommunal vertritt! #Municipales2020 ",37,"['frankreich', 'die', 'partei', 'der', 'nichtwähler', 'zieht', 'zwar', 'in', 'kein', 'kommunalparlament', 'ein', 'erzielt', 'aber', 'trotzdem', 'landesweit', 'mit', '58', '4', 'mit', 'abstand', 'das', 'beste', 'ergebnis', 'einer', 'mehrheit', 'der', 'französinnen', 'und', 'franzosen', 'ist', 'wohl', 'egal', 'wer', 'sie', 'kommunal', 'vertritt', 'municipales2020']"
841,PR83202924,2020-06-29 11:12:45,#MondayMotivation #Bundestag #Wochenstart #Municipales2020 #sunmi #Mehrwertsteuer #Börse Start in die Woche #Montagmorgen,12,"['mondaymotivation', 'bundestag', 'wochenstart', 'municipales2020', 'sunmi', 'mehrwertsteuer', 'börse', 'start', 'in', 'die', 'woche', 'montagmorgen']"
842,ioutokintoumi,2020-06-29 11:12:13,Apparement les rédactions des médias ont mis à jour leur carte de France ce matin #macronie #Municipales2020 #castaner #EdouardPhilippe #vagueverte #violencespolicieres #lallement #giletsjaunes #ecologie #PlusJamaisCa #plusjamaislrem #onnoublierapas #LeHavre #buzyn #LREM,23,"['apparement', 'rédactions', 'médias', 'mis', 'jour', 'carte', 'france', 'matin', 'macronie', 'municipales2020', 'castaner', 'edouardphilippe', 'vagueverte', 'violencespolicieres', 'lallement', 'giletsjaunes', 'ecologie', 'plusjamaisca', 'plusjamaislrem', 'onnoublierapas', 'lehavre', 'buzyn', 'lrem']"
843,j4rj4r_binks,2020-06-29 11:12:06,Municipales2020 Résumé des auto-évaluations politiques ? - PS : victoire - EELV : victoire - LR : victoire - RN : victoire - LFI : contribution décisive à la victoire - LREM : objectifs atteints Conclusion : tout le monde a gagné !,25,"['municipales2020', 'résumé', 'auto', 'évaluations', 'politiques', 'ps', 'victoire', 'eelv', 'victoire', 'lr', 'victoire', 'rn', 'victoire', 'lfi', 'contribution', 'décisive', 'victoire', 'lrem', 'objectifs', 'atteints', 'conclusion', 'tout', 'monde', 'a', 'gagné']"
844,Journaldelorne,2020-06-29 11:11:55,"#Municipales2020. ""Des lâches m'ont fait #AdolfHitler !"" #JeanLouisCarpentier ne décolère pas à #Argentan https://actu.fr/?p=34616930 via @actufr",14,"['municipales2020', 'lâches', 'fait', 'adolfhitler', 'jeanlouiscarpentier', 'décolère', 'argentan', 'https', 'actu', 'fr', 'p', '34616930', 'via', 'actufr']"
845,Fifita40,2020-06-29 11:11:47,Record de l'abstention : à quand le vote obligatoire ?! @EmmanuelMacron @EPhilippePM #Municipales2020 #Abstention,9,"['record', 'abstention', 'quand', 'vote', 'obligatoire', 'emmanuelmacron', 'ephilippepm', 'municipales2020', 'abstention']"
846,MartinGALLIC,2020-06-29 11:11:39,#Municipales2020 Résumé des auto-évaluations politiques ? - PS : victoire - EELV : victoire - LR : victoire - RN : victoire - LFI : contribution décisive à la victoire - LREM : objectifs atteints Conclusion : tout le monde a gagné !,25,"['municipales2020', 'résumé', 'auto', 'évaluations', 'politiques', 'ps', 'victoire', 'eelv', 'victoire', 'lr', 'victoire', 'rn', 'victoire', 'lfi', 'contribution', 'décisive', 'victoire', 'lrem', 'objectifs', 'atteints', 'conclusion', 'tout', 'monde', 'a', 'gagné']"
847,MargotMedkour,2020-06-29 11:11:35,"À #Nantes plus de 75% des électrices et électeurs ce sont abstenus. C’est le signe que le monde politique et ses tambouilles inspirent le rejet. Face à ça, les tenants des institutions semblent résignés, aveugles ou impuissants. #Municipales2020 ",21,"['nantes', 'plus', '75', 'électrices', 'électeurs', 'abstenus', 'signe', 'monde', 'politique', 'tambouilles', 'inspirent', 'rejet', 'face', 'ça', 'tenants', 'institutions', 'semblent', 'résignés', 'aveugles', 'impuissants', 'municipales2020']"
848,pravda59700,2020-06-29 11:11:15,Sur les ondes lilloises on annonce la démission de @ArnaudBOUSQUET . Direction @franceculture . #Municipales2020 #Lille,9,"['ondes', 'lilloises', 'annonce', 'démission', 'arnaudbousquet', 'direction', 'franceculture', 'municipales2020', 'lille']"
849,ToninVicomte,2020-06-29 11:11:12,« Les écologistes aiment bien respirer mais ils ont oublié les masques ... » JP Pernaut à encore frappé #Municipales2020,11,"['écologistes', 'aiment', 'bien', 'respirer', 'oublié', 'masques', 'jp', 'pernaut', 'encore', 'frappé', 'municipales2020']"
850,lemonde_pol,2020-06-29 11:11:12,"#Municipales2020 : « Une victoire de la gauche à Marseille, cela fait vingt-cinq ans qu’on attendait ça » ",11,"['municipales2020', 'victoire', 'gauche', 'marseille', 'cela', 'fait', 'vingt', 'cinq', 'ans', 'attendait', 'ça']"
851,biche1780,2020-06-29 11:11:07,"Et apparemment les écologistes aiment bien respirer, aucun ne portait un masque dixit @pernautjp #Municipales2020",11,"['apparemment', 'écologistes', 'aiment', 'bien', 'respirer', 'aucun', 'portait', 'masque', 'dixit', 'pernautjp', 'municipales2020']"
852,PJanuel,2020-06-29 11:10:50,"A Lille intra muros (+246 voix) et Hellemmes (+184 voix), Stéphane Baly était devant Aubry. Mais le PS a obtenu 657 voix d'avance à Lomme #municipales2020",21,"['a', 'lille', 'intra', 'muros', '246', 'voix', 'hellemmes', '184', 'voix', 'stéphane', 'baly', 'devant', 'aubry', 'ps', 'a', 'obtenu', '657', 'voix', 'avance', 'lomme', 'municipales2020']"
853,PierrickMerlet,2020-06-29 11:10:47,Mon analyse sur les #Municipales2020 à #Toulouse et la résistance à la #vagueverte de @jlmoudenc,6,"['analyse', 'municipales2020', 'toulouse', 'résistance', 'vagueverte', 'jlmoudenc']"
854,CarolineTronche,2020-06-29 11:10:45,"Aller les consœurs et confrères : les urnes #Municipales2020 sont rangées, mais tous les sondages ne sont pas terminés ! #vendee #journalisme #association",12,"['aller', 'consœurs', 'confrères', 'urnes', 'municipales2020', 'rangées', 'tous', 'sondages', 'terminés', 'vendee', 'journalisme', 'association']"
855,JulieVerriere_,2020-06-29 11:10:42,LFI hier soir #Municipales2020 : ,4,"['lfi', 'hier', 'soir', 'municipales2020']"
856,ClickIci13,2020-06-29 11:10:42,"Les discours des #écolos gauchos me navrent mais me font rire @yjadot croit quoi ? Sans le PS, PCF et LFI, aucune ville ne passait au vert et sans eux, les trois autres restaient en queue de peloton islamisation, crasse, voyoucratie... en perspective ! #Municipales2020",28,"['discours', 'écolos', 'gauchos', 'navrent', 'font', 'rire', 'yjadot', 'croit', 'quoi', 'sans', 'ps', 'pcf', 'lfi', 'aucune', 'ville', 'passait', 'vert', 'sans', 'trois', 'autres', 'restaient', 'queue', 'peloton', 'islamisation', 'crasse', 'voyoucratie', 'perspective', 'municipales2020']"
857,FranceResistan1,2020-06-29 11:10:33,@yjadot après la lumière verte on verra surtout la lumière rouge . #EELV #Municipales2020 on observera vos décisions les Pastesques ,13,"['yjadot', 'après', 'lumière', 'verte', 'verra', 'surtout', 'lumière', 'rouge', 'eelv', 'municipales2020', 'observera', 'décisions', 'pastesques']"
858,AlixanLavorel,2020-06-29 11:10:26,#Municipales2020 https://twitter.com/le_figaro/status/1277549600472252418,7,"['municipales2020', 'https', 'twitter', 'com', 'le_figaro', 'status', '1277549600472252418']"
859,Joshua_Adel,2020-06-29 11:10:15,"#Bayonne : Jean-René Etchegaray, le #BaronNoir au piment d'Espelette (ça a coûté combien les voix des Abertzale, hein mon coquin ?) #Municipales2020",16,"['bayonne', 'jean', 'rené', 'etchegaray', 'baronnoir', 'piment', 'espelette', 'ça', 'a', 'coûté', 'combien', 'voix', 'abertzale', 'hein', 'coquin', 'municipales2020']"
860,TirTendu,2020-06-29 11:10:15,Bonjour @DanielRiolo vous avez déjà trouvé où habiter ? Vous voulez qu'on vous aide à trouver ? #Municipales2020 #Municipales2020Paris #,11,"['bonjour', 'danielriolo', 'déjà', 'trouvé', 'où', 'habiter', 'voulez', 'aide', 'trouver', 'municipales2020', 'municipales2020paris']"
861,GabrielleSiry,2020-06-29 11:10:11,"Magnifique victoire d’@anne_hidalgo à Paris, celle des convictions, de la détermination, de la vision et du volontarisme politique face aux lobbies. Très fière d’avoir fait campagne pour une grande femme et une grande Maire Félicitations #Municipales2020 ",23,"['magnifique', 'victoire', 'anne_hidalgo', 'paris', 'celle', 'convictions', 'détermination', 'vision', 'volontarisme', 'politique', 'face', 'lobbies', 'très', 'fière', 'avoir', 'fait', 'campagne', 'grande', 'femme', 'grande', 'maire', 'félicitations', 'municipales2020']"
862,Challenges,2020-06-29 11:10:10,"INFOGRAPHIE - Retrouvez notre carte interactive des résultats des élections #Municipales2020, ville par ville ",9,"['infographie', 'retrouvez', 'carte', 'interactive', 'résultats', 'élections', 'municipales2020', 'ville', 'ville']"
863,sylagri,2020-06-29 11:10:06,"#Municipales2020 #vagueverte La réalité : Si l'abstention portait la couleur blanche, ce serait #VagueBlanche, voir même on peut parler de tsunami. Ce qu'il faut en déduire c'est que personne ne se retrouve dans la politique proposée aujourd'hui et surtout pas dans eevl.",23,"['municipales2020', 'vagueverte', 'réalité', 'si', 'abstention', 'portait', 'couleur', 'blanche', 'vagueblanche', 'voir', 'peut', 'parler', 'tsunami', 'faut', 'déduire', 'personne', 'retrouve', 'politique', 'proposée', 'aujourd', 'hui', 'surtout', 'eevl']"
864,Vanneur,2020-06-29 11:10:03,Quand il a vu les résultats des #Municipales2020 ,5,"['quand', 'a', 'vu', 'résultats', 'municipales2020']"
865,2afrancky69,2020-06-29 11:09:36,La France n'est pas la poubelle du monde : expulsons les délinquants et criminels étrangers ! https://damocles.co/expulsion-delinquants-etrangers via @Damocles_fr #Municipales2020,16,"['france', 'poubelle', 'monde', 'expulsons', 'délinquants', 'criminels', 'étrangers', 'https', 'damocles', 'co', 'expulsion', 'delinquants', 'etrangers', 'via', 'damocles_fr', 'municipales2020']"
866,palanquelle,2020-06-29 11:09:20,#toulouse #Municipales2020 voici donc le genre de message de peur que le camp de @jlmoudenc diffusait sans cesse et très largement à propos de @archipelTM ! Effectivement une belle campagne ! @MediacitesTlse @actutoulouse @ladepechedumidi,22,"['toulouse', 'municipales2020', 'voici', 'donc', 'genre', 'message', 'peur', 'camp', 'jlmoudenc', 'diffusait', 'sans', 'cesse', 'très', 'largement', 'propos', 'archipeltm', 'effectivement', 'belle', 'campagne', 'mediacitestlse', 'actutoulouse', 'ladepechedumidi']"
867,glenthe_best,2020-06-29 11:09:14,Les Verts qui l’emportent à Lyon.On a des nouvelles de notre ami @JM_Aulas ? #Ironie #Municipales2020,9,"['verts', 'emportent', 'lyon', 'a', 'nouvelles', 'ami', 'jm_aulas', 'ironie', 'municipales2020']"
868,Ingrid_Pon,2020-06-29 11:09:01,"#Abstention Dans mon cercle d'amis on est nombreux à ne pas être inscrits au bon endroit car on déménage +/- chaque année, et même si on a la possibilité d'aller voter dans notre ville d'origine on ne se sent pas légitime de le faire (car on y habite pas) #Municipales2020",25,"['abstention', 'cercle', 'amis', 'nombreux', 'être', 'inscrits', 'bon', 'endroit', 'car', 'déménage', 'chaque', 'année', 'si', 'a', 'possibilité', 'aller', 'voter', 'ville', 'origine', 'sent', 'légitime', 'faire', 'car', 'habite', 'municipales2020']"
869,JulienUzumaki,2020-06-29 11:08:59,Dans 6 moi ca manifestes contres les nouvelles taxes écolos !! #Verts #bobos #Municipales2020,10,"['6', 'ca', 'manifestes', 'contres', 'nouvelles', 'taxes', 'écolos', 'verts', 'bobos', 'municipales2020']"
870,Delphine42100,2020-06-29 11:08:43,Bordeaux a gagné 2000 habitants par an depuis ces dernières années ! Bordeaux transformée en 20 ans !! #Municipales2020,14,"['bordeaux', 'a', 'gagné', '2000', 'habitants', 'an', 'depuis', 'dernières', 'années', 'bordeaux', 'transformée', '20', 'ans', 'municipales2020']"
871,Greg_Tauve,2020-06-29 11:08:12,"""Évidement c'est les verts"" ca pique particulièrement à #Lyon ! #asse #ol @ASSEofficiel @OL #Municipales2020 Qui c'est les plus forts @Ludorsoni ?",14,"['évidement', 'verts', 'ca', 'pique', 'particulièrement', 'lyon', 'asse', 'ol', 'asseofficiel', 'ol', 'municipales2020', 'plus', 'forts', 'ludorsoni']"
872,BastianZimmer67,2020-06-29 11:08:10,#Municipales2020 Merde les français râlent toute l'année contre les politiques mais quand tu vois le taux d'abstention bein tu t'en rends compte qu'on est bi polaire,17,"['municipales2020', 'merde', 'français', 'râlent', 'toute', 'année', 'contre', 'politiques', 'quand', 'vois', 'taux', 'abstention', 'bein', 'rends', 'compte', 'bi', 'polaire']"
873,callme_Mlle,2020-06-29 11:08:01,Très déçue que la question de l’égalité parfaite n’ait pas été réglé au chifoumi #Municipales2020,8,"['très', 'déçue', 'question', 'égalité', 'parfaite', 'réglé', 'chifoumi', 'municipales2020']"
874,arnaudmercier,2020-06-29 11:07:58,"#Municipales2020 Les résultats : https://lnkd.in/e2WhRmu Les élus à Paris, 1er secteur : @aurelien_veron @ArielWeilT @AudreyPulvar @PAidenbaum Raphaëlle RÉMY-LELEU @GCTAncv @VeroLevieux @boris_tweets",20,"['municipales2020', 'résultats', 'https', 'lnkd', 'in', 'e2whrmu', 'élus', 'paris', '1er', 'secteur', 'aurelien_veron', 'arielweilt', 'audreypulvar', 'paidenbaum', 'raphaëlle', 'rémy', 'leleu', 'gctancv', 'verolevieux', 'boris_tweets']"
875,Othmane_Khaoua,2020-06-29 11:07:51,"#Municipales2020 #Ess Félicitations @laurent_sceaux pr sa réélection comme maire @Ville_de_Sceaux et à son équipe municipale! Fier &amp; honoré d'avoir travaillé avec un maire visionnaire, bâtisseur, humaniste &amp; d'avoir contribué à la dynamique #DéveloppementLocal de #Sceaux!",26,"['municipales2020', 'ess', 'félicitations', 'laurent_sceaux', 'pr', 'réélection', 'comme', 'maire', 'ville_de_sceaux', 'équipe', 'municipale', 'fier', 'amp', 'honoré', 'avoir', 'travaillé', 'maire', 'visionnaire', 'bâtisseur', 'humaniste', 'amp', 'avoir', 'contribué', 'dynamique', 'développementlocal', 'sceaux']"
876,MEWA2020,2020-06-29 11:07:50,NON au retour des « djihadistes français » en France ! https://damocles.co/stop-djihadistes via @Damocles_fr #Municipales2020,13,"['non', 'retour', 'djihadistes', 'français', 'france', 'https', 'damocles', 'co', 'stop', 'djihadistes', 'via', 'damocles_fr', 'municipales2020']"
877,MJS_RADAR,2020-06-29 11:07:49,Congratulations to @Anne_Hidalgo on your re-election as Mayor of #Paris. #Municipales2020 . ,10,"['congratulations', 'to', 'anne_hidalgo', 'your', 're', 'election', 'mayor', 'of', 'paris', 'municipales2020']"
878,adnanesnoussi,2020-06-29 11:07:49,#Municipales2020 @laprovence,2,"['municipales2020', 'laprovence']"
879,RTLMidi,2020-06-29 11:07:37,"C'est parti pour une nouvelle semaine de débats dans #LAOLP avec @PascalPraud. Au sommaire aujourd'hui - La #VagueVerte des #Municipales2020. - #Abstention : pourquoi n'avez-vous pas été voter ? - #Loreal supprime les mots ""blanc-blanchissant-clair"" de ses produits. 32.10",23,"['parti', 'nouvelle', 'semaine', 'débats', 'laolp', 'pascalpraud', 'sommaire', 'aujourd', 'hui', 'vagueverte', 'municipales2020', 'abstention', 'pourquoi', 'voter', 'loreal', 'supprime', 'mots', 'blanc', 'blanchissant', 'clair', 'produits', '32', '10']"
880,LePoint,2020-06-29 11:07:27,"La vague verte, une menace pour Emmanuel Macron ? @NathalieSchuck, journaliste politique au ""Point"", revient sur les conséquences de la vague verte aux élections municipales À LIRE. L'avenir d'Édouard Philippe en suspens https://bit.ly/3gbJPeG #Municipales2020 ",25,"['vague', 'verte', 'menace', 'emmanuel', 'macron', 'nathalieschuck', 'journaliste', 'politique', 'point', 'revient', 'conséquences', 'vague', 'verte', 'élections', 'municipales', 'lire', 'avenir', 'édouard', 'philippe', 'suspens', 'https', 'bit', 'ly', '3gbjpeg', 'municipales2020']"
881,mokaci2,2020-06-29 11:07:15,Le Vert est dans le fruit républicain #EELV est un bateau nommé « Laïcité à voiles » #Municipales2020,9,"['vert', 'fruit', 'républicain', 'eelv', 'bateau', 'nommé', 'laïcité', 'voiles', 'municipales2020']"
882,MarcoZanetti5,2020-06-29 11:07:14,That was quick. #Municipales2020 @EELV http://f24.my/6dBV.T via @FRANCE24,11,"['that', 'was', 'quick', 'municipales2020', 'eelv', 'http', 'f24', 'my', '6dbv', 'via', 'france24']"
883,lebordelaisdu72,2020-06-29 11:07:09,Sûrement pas ! A enfoncer plutôt ! #Municipales2020 #Municipales #LREM ,7,"['sûrement', 'a', 'enfoncer', 'plutôt', 'municipales2020', 'municipales', 'lrem']"
884,GiletsJaunesFr_,2020-06-29 11:07:08," Antoine Boudinet, militant Gilet Jaune est désormais conseiller municipal à Bordeaux . Bravo #Municipales2020 ",11,"['antoine', 'boudinet', 'militant', 'gilet', 'jaune', 'désormais', 'conseiller', 'municipal', 'bordeaux', 'bravo', 'municipales2020']"
885,AlexandreWte,2020-06-29 11:07:06,"Un espoir qui renaît autour de valeurs fièrement portées par @datirachida et 36,6% des électeurs. @NellyGarnier au conseil de Paris avec 22,90%. Dans le même temps et plus au sud, @LioneldeCala devient Maire d’Allauch ! Quelle aventure ces #Municipales2020… ",25,"['espoir', 'renaît', 'autour', 'valeurs', 'fièrement', 'portées', 'datirachida', '36', '6', 'électeurs', 'nellygarnier', 'conseil', 'paris', '22', '90', 'temps', 'plus', 'sud', 'lioneldecala', 'devient', 'maire', 'allauch', 'quelle', 'aventure', 'municipales2020']"
886,_nils_pedersen,2020-06-29 11:07:05,Faisons confiance à la nature et plantons des arbres ! Une solution évidente pour lutter contre le réchauffement climatique. A lire #Municipales2020 ,14,"['faisons', 'confiance', 'nature', 'plantons', 'arbres', 'solution', 'évidente', 'lutter', 'contre', 'réchauffement', 'climatique', 'a', 'lire', 'municipales2020']"
887,DianeArtemis15,2020-06-29 11:06:34,Et sinon la distanciation physique ? Un bel exemple à suivre ! #edouardphilippe #Municipales2020 ,8,"['sinon', 'distanciation', 'physique', 'bel', 'exemple', 'suivre', 'edouardphilippe', 'municipales2020']"
888,C_Vial_,2020-06-29 11:06:29,"Le grain de sable négatif ? La dissolution magouille de #Chirac qui a amené #Jospin, ensuite tout s'est emballé : 35h tueuses d'entreprises. Le quinquennat qui empêche tout vote sanction à mi-mandat. Tout part toujours d'un grain de sable. PAF ! 60% d'abstention. #Municipales2020",31,"['grain', 'sable', 'négatif', 'dissolution', 'magouille', 'chirac', 'a', 'amené', 'jospin', 'ensuite', 'tout', 'emballé', '35h', 'tueuses', 'entreprises', 'quinquennat', 'empêche', 'tout', 'vote', 'sanction', 'mi', 'mandat', 'tout', 'part', 'toujours', 'grain', 'sable', 'paf', '60', 'abstention', 'municipales2020']"
889,marseille,2020-06-29 11:06:29,"[ ÉLECTIONS MUNICIPALES 2020] Pour tout savoir sur les modalités de l'élection du prochain maire de Marseille, nous vous invitons à consulter notre article dédié. + d'infos https://bit.ly/2VJa04D #Municipales2020 #MunicipalesMarseille",21,"['élections', 'municipales', '2020', 'tout', 'savoir', 'modalités', 'élection', 'prochain', 'maire', 'marseille', 'invitons', 'consulter', 'article', 'dédié', 'infos', 'https', 'bit', 'ly', '2vja04d', 'municipales2020', 'municipalesmarseille']"
890,LeJournalix,2020-06-29 11:06:12,#Municipales2020 Naufrage de #LREM,3,"['municipales2020', 'naufrage', 'lrem']"
891,EquitableFrance,2020-06-29 11:06:06,"#Municipales2020 : Les citoyens ont voté pour engager la #TransitionEcologique et sociale de leur territoire. Signataire du #PacteTransition2020 dans @AlterEco_, le collectif @EquitableFrance est prêt à acc les #CollTerr. #Egalim #achatsresponsables #restoco @CollecEquitable",19,"['municipales2020', 'citoyens', 'voté', 'engager', 'transitionecologique', 'sociale', 'territoire', 'signataire', 'pactetransition2020', 'altereco_', 'collectif', 'equitablefrance', 'prêt', 'acc', 'collterr', 'egalim', 'achatsresponsables', 'restoco', 'collecequitable']"
892,justicelibertes,2020-06-29 11:05:50,"#Municipales2020 Défaite de @Nicole_Goueta à #Colombes, le #CJL avait déjà révélé les dysfonctionnements de sa Police Municipale, son budget, ses #ViolencesPolicièrres, son #sexisme... https://www.cjl.ong/2019/01/24/colombes-la-police-municipale-de-nicole-goueta-sous-le-feu-des-accusations/",28,"['municipales2020', 'défaite', 'nicole_goueta', 'colombes', 'cjl', 'déjà', 'révélé', 'dysfonctionnements', 'police', 'municipale', 'budget', 'violencespolicièrres', 'sexisme', 'https', 'www', 'cjl', 'ong', '2019', '01', '24', 'colombes', 'police', 'municipale', 'nicole', 'goueta', 'sous', 'feu', 'accusations']"
893,cite_drole,2020-06-29 11:05:49,"""La gauche est morte"" Avignon, Nancy, Bordeaux, Montpellier, Rennes Nantes, Strasbourg, Lyon, Grenoble,Le Mans, Marseille, Lille, Paris... #Municipales2020 #electionsmunicipales #electionsMunicipales2020",18,"['gauche', 'morte', 'avignon', 'nancy', 'bordeaux', 'montpellier', 'rennes', 'nantes', 'strasbourg', 'lyon', 'grenoble', 'mans', 'marseille', 'lille', 'paris', 'municipales2020', 'electionsmunicipales', 'electionsmunicipales2020']"
894,AEBozonVerduraz,2020-06-29 11:05:45,La grande question . #Municipales2020 #LeHavre,4,"['grande', 'question', 'municipales2020', 'lehavre']"
895,didier_laurens,2020-06-29 11:05:31,"#france #Municipales2020 Le salut viendra de la France profonde, de la france rurale, comme souvent. C’est le dernier réservoir génétique du pays.",14,"['france', 'municipales2020', 'salut', 'viendra', 'france', 'profonde', 'france', 'rurale', 'comme', 'souvent', 'dernier', 'réservoir', 'génétique', 'pays']"
896,ritchie0450,2020-06-29 11:05:21,#Municipales2020 ,1,['municipales2020']
897,FREDD_H,2020-06-29 11:05:13,"Le vote écolo en France est uniquement pour se donner bonne conscience par rapport au #COVID Ça vote écolo, et ça jette ces ordures, masques, megots par terre et quand ça doit partir en vacances l avion ne gêne pas non plus ! #Municipales2020",28,"['vote', 'écolo', 'france', 'uniquement', 'donner', 'bonne', 'conscience', 'rapport', 'covid', 'ça', 'vote', 'écolo', 'ça', 'jette', 'ordures', 'masques', 'megots', 'terre', 'quand', 'ça', 'doit', 'partir', 'vacances', 'avion', 'gêne', 'non', 'plus', 'municipales2020']"
898,OlivierBitter,2020-06-29 11:05:12,"#LREM #Villani #Griveaux #Buzyn #AuRevoirBlanquer Ooooh, quel dommage que vous ne vous soyez pas présenté aux #Municipales2020 ! ",10,"['lrem', 'villani', 'griveaux', 'buzyn', 'aurevoirblanquer', 'ooooh', 'quel', 'dommage', 'présenté', 'municipales2020']"
899,polytyx,2020-06-29 11:05:11,@GillesLeGendre @StanGuerini Je suis désolé mais vous devriez être remplacés dans vos fonctions respectives. Il faut vraiment hausser le niveau pour la suite du quinquennat et pour préparer 2022. #Municipales2020 #LREM #EELV,19,"['gilleslegendre', 'stanguerini', 'désolé', 'devriez', 'être', 'remplacés', 'fonctions', 'respectives', 'faut', 'vraiment', 'hausser', 'niveau', 'suite', 'quinquennat', 'préparer', '2022', 'municipales2020', 'lrem', 'eelv']"
900,domes_minarets,2020-06-29 11:05:10,Encore une bonne nouvelle. #Municipales2020 ,4,"['encore', 'bonne', 'nouvelle', 'municipales2020']"
